"w3name","w3edition","w3proddate","idno","cntry","age","agegroup35","w3pspwght","w3weight","w3mode","essround","w3gq2","w3gq3","w3gq4","w3gq5","w3gq6","w3gq7","w3gq8","w3gq9","w3gq10","w3gq11","w3gq12_1","w3gq12_2","w3gq12_3","w3gq12_4","w3gq12_5","w3gq12_6","w3gq12_7","w3gq13_1","w3gq13_2","w3gq13_3","w3gq13_4","w3gq13_5","w3gq13_6","w3gq13_7","w3gq14_1","w3gq14_2","w3gq14_3","w3gq14_4","w3gq14_5","w3gq14_6","w3gq14_7","w3gq14_8","w3gq15","w3gq16","w3gq17","w3gq18_1","w3gq18_2","w3gq18_3","w3gq18_4","w3gq18_5","w3gq18_6","w3gq19","w3eq20","w3eq21","w3eq22","w3eq23","w3eq24","w3eq25","w3eq26","w3eq27","w3eq28","w3eq29","w3eq30","w3eq31","w3eq32","w3eq33","w3eq34","w3eq35","w3eq36","w3eq37","w3sq61","w3sq62","w3sq63","w3sq64","w3sq65","w3sq66","w3sq67","w3sq68","w3sq69a","w3sq69b","w3sq70","w3sq71","w3sq74","w3sq75","w3sq76","w3sq78","w3sq80","w3hq57","w3hq58","w3hq59_1","w3hq59_2","w3hq59_3","w3hq59_4","w3hq59_5","w3hq59_6","w3hq59_7","w3hq59_8","w3hq59_9","w3hq59_10","w3hq59_11","w3hq59_12","w3hq59_13","w3hq60","w3hq72","w3hq73","w3hq77","w3hq79_1","w3hq79_2","w3hq79_3","w3hq79_4","w3hq79_5","w3hq79_6","w3hq79_7","w3hq79_8","w3hq81","w3hq82","w3hq83","w3hq84","w3hq85","w3hq86","w3hq87","w3hq88","w3hq89","w3dq38","w3dq39","w3dq40","w3dq41","w3dq42","w3dq43","w3dq44","w3dq45","w3dq46","w3dq47","w3dq48","w3dq49","w3dq50","w3dq51","w3dq52a","w3dq52b","w3dq53","w3dq54","w3dq55","w3dq56","w3xq1","w3survlng","w3inwds","w3ginws","w3ginwe","w3einwe","w3dinwe","w3shinwe","w3inwde","w3gdur","w3edur","w3ddur","w3shdur","w3intdur","w3surveycomp","w3lastansw","w3uagent","w3device","gndr","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","region","ctzcntr","vote","mode","yrbrn"
"CRON3W3e01_1","1.1","06.11.2025",10455,"AT",54,2,0.34900624,0.36842933,1,10,1,1,1,1,5,5,5,2,2,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,3,5,0,0,0,0,1,0,4,2,1,2,2,4,4,3,3,3,2,2,3,2,2,3,1,3,5,2,3,3,9,4,3,6,5,1,2,4,8,2,1,2,66,4,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,2,2,66,1,0,0,0,0,0,1,0,0,2,4,2,4,5,4,2,8,2,7,7,8,6,6,5,5,6,1,8,8,1,2,3,1,3,1,2,1,2,8,"GER",2025-01-19 16:36:55,2025-01-19 16:37:15,2025-01-19 16:39:40,2025-01-19 16:41:49,2025-01-19 16:44:04,2025-01-19 16:48:10,2025-01-19 16:48:17,145,129,135,246,655,100,"w3hq89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",2,1,14,5,4,1,1,7,"AT21",1,1,3,1970
"CRON3W3e01_1","1.1","06.11.2025",10581,"AT",69,2,1.4785497,1.5608348,1,10,1,1,9,1,2,5,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,3,3,1,0,0,0,0,0,0,1,1,1,2,2,3,2,2,2,3,1,3,2,3,3,4,2,1,2,1,4,5,4,3,4,2,1,5,5,9,1,2,2,6,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,5,0,8,8,2,4,2,0,0,3,10,2,3,3,1,3,1,1,1,2,7,"GER",2025-01-15 16:47:23,2025-01-15 16:47:50,2025-01-15 16:51:56,2025-01-15 16:56:08,2025-01-15 16:58:54,2025-01-15 17:02:58,2025-01-15 17:03:08,247,251,167,244,908,98.039215,"w3sq78","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",1,1,13,3,5,6,2,5,"AT13",2,2,3,1955
"CRON3W3e01_1","1.1","06.11.2025",10584,"AT",59,2,0.9690204,1.0229489,1,10,1,2,1,2,5,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,2,2,0,0,0,0,1,0,6,2,1,1,2,1,1,2,4,3,4,4,4,4,4,3,4,2,2,2,1,3,5,2,3,7,3,1,2,3,9,2,6,4,66,4,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,10,1,0,0,0,0,0,1,0,0,1,5,3,5,5,2,1,10,4,8,0,3,4,6,6,2,0,0,7,8,1,4,5,1,1,1,2,1,1,4,"GER",2025-01-18 07:31:45,2025-01-18 07:34:54,2025-01-18 07:40:36,2025-01-18 07:44:12,2025-01-18 07:47:48,2025-01-18 07:54:18,2025-01-18 07:54:32,343,216,216,390,1164,100,"w3hq89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",2,2,16,4,5,1,2,7,"AT13",1,1,3,1965
"CRON3W3e01_1","1.1","06.11.2025",10736,"AT",70,2,1.1178443,1.1800551,1,10,1,1,2,2,2,4,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,8,0,0,0,0,1,0,2,1,2,1,2,4,3,5,5,4,3,4,4,4,4,4,4,3,3,2,3,4,4,3,2,5,4,1,1,1,8,3,66,3,6,6,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,6,6,6,6,5,5,6,0,0,10,10,1,2,1,1,1,5,2,1,1,10,"GER",2025-01-18 16:27:02,2025-01-18 16:27:52,2025-01-18 16:34:24,2025-01-18 16:39:50,2025-01-18 16:47:02,2025-01-18 16:52:01,2025-01-18 16:52:14,392,326,432,299,1449,100,"w3sq78","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",2,1,11,3,2,6,2,7,"AT22",1,1,4,1954
"CRON3W3e01_1","1.1","06.11.2025",10833,"AT",42,2,0.6157774,0.65004694,1,10,1,1,1,3,5,5,5,2,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,4,8,0,0,0,0,1,0,4,2,2,2,2,9,5,5,4,4,1,1,3,3,3,4,1,5,5,2,3,4,10,2,3,3,2,1,5,4,6,3,66,1,66,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,66,1,0,0,0,0,0,1,0,0,1,3,3,2,4,2,2,10,2,5,0,8,10,8,66,66,66,66,8,7,1,1,5,1,3,1,1,1,1,10,"GER",2025-01-23 14:08:09,2025-01-23 14:09:05,2025-01-23 14:19:29,2025-01-23 14:27:38,2025-01-23 14:32:45,2025-01-23 14:45:40,2025-01-23 14:46:34,624,489,307,775,2195,98.039215,"w3hq89","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",1,2,12,3,5,8,2,5,"AT12",1,1,3,1982
"CRON3W3e01_1","1.1","06.11.2025",10865,"AT",57,2,1.7470917,1.8443216,1,10,1,4,1,3,4,4,5,1,5,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,9,4,9,1,0,0,1,0,0,8,1,2,1,1,1,2,2,3,3,3,2,2,2,3,3,2,5,2,2,1,2,7,3,3,6,4,1,1,4,1,2,5,3,66,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,66,1,0,0,0,0,0,1,0,0,1,5,3,5,5,4,1,11,2,7,7,6,4,6,4,3,0,0,7,8,1,3,2,1,4,1,2,1,2,8,"GER",2025-01-15 17:24:21,2025-01-15 17:25:01,2025-01-15 17:29:41,2025-01-15 17:33:09,2025-01-15 17:36:38,2025-01-15 17:46:05,2025-01-15 17:46:14,279,208,209,567,1264,100,"w3hq89","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",1,1,16,7,5,1,1,8,"AT34",1,1,3,1967
"CRON3W3e01_1","1.1","06.11.2025",11244,"AT",50,2,0.3051734,0.32215708,1,10,1,2,2,2,5,3,1,3,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,10,4,10,0,0,0,0,1,0,10,1,1,1,1,3,2,2,9,9,2,1,2,4,3,3,3,1,1,2,1,4,5,6,2,1,4,1,1,9,1,1,2,1,66,4,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,66,1,1,0,0,0,0,0,0,0,3,4,3,3,5,4,2,10,2,6,6,10,8,6,2,2,8,6,10,10,1,3,3,1,3,2,1,1,2,3,"GER",2025-01-16 22:04:21,2025-01-16 22:04:39,2025-01-16 22:08:30,2025-01-16 22:11:41,2025-01-16 22:14:35,2025-01-16 22:21:33,2025-01-16 22:21:42,231,191,173,419,1014,96.07843,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",1,2,15,5,5,1,1,6,"AT13",1,1,3,1974
"CRON3W3e01_1","1.1","06.11.2025",11317,"AT",48,2,0.60479206,0.6384503,1,10,1,1,2,1,5,5,5,3,2,5,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,5,3,5,0,0,0,0,1,0,7,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,1,3,4,6,3,3,1,6,1,1,5,8,3,66,4,6,6,5,3,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,7,10,10,10,6,5,2,0,0,2,6,1,5,3,1,4,3,5,1,3,5,"GER",2025-01-22 06:06:43,2025-01-22 06:06:59,2025-01-22 06:11:14,2025-01-22 06:14:06,2025-01-22 06:17:58,2025-01-22 06:23:09,2025-01-22 06:23:21,255,173,232,312,971,100,"w3sq78","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",1,2,18,3,5,2,1,10,"AT21",1,1,3,1976
"CRON3W3e01_1","1.1","06.11.2025",11362,"AT",30,1,0.896793,0.94670177,1,10,1,1,1,4,4,5,4,1,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,5,9,0,0,0,0,1,0,1,1,1,1,2,3,3,3,2,3,3,2,4,2,2,3,2,4,3,1,3,3,10,2,3,4,4,1,1,4,9,3,66,2,66,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,1,0,0,0,0,0,1,0,0,3,3,1,2,4,4,1,9,3,7,8,9,10,6,4,2,6,1,10,10,3,4,3,1,3,2,2,2,3,8,"GER",2025-01-15 19:34:17,2025-01-15 19:34:36,2025-01-15 19:38:30,2025-01-15 19:43:04,2025-01-15 19:47:06,2025-01-15 19:54:54,2025-01-15 19:55:07,234,274,242,468,1218,100,"w3hq89","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.154 Mobile/15E148 Safari/604.1",1,1,10,3,4,1,2,7,"AT22",1,1,4,1994
"CRON3W3e01_1","1.1","06.11.2025",11433,"AT",44,2,0.32638964,0.34455407,1,10,1,4,1,2,5,5,5,2,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,10,6,8,0,0,0,0,1,0,9,2,1,1,2,2,2,2,4,2,3,3,4,2,2,2,2,4,2,2,3,3,6,4,3,1,3,1,2,3,1,3,66,2,66,3,2,2,1,0,0,0,1,0,0,1,1,0,0,0,0,3,2,66,1,0,0,0,0,0,1,0,0,1,5,1,5,5,2,2,10,1,7,4,8,5,7,7,6,1,0,7,9,1,3,2,1,2,2,1,1,3,7,"GER",2025-01-15 22:05:09,2025-01-15 22:05:47,2025-01-15 22:12:06,2025-01-15 22:16:57,2025-01-15 22:21:09,2025-01-15 22:28:19,2025-01-15 22:28:27,379,291,252,429,1352,100,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",1,2,22,7,5,1,1,8,"AT11",1,1,3,1980
"CRON3W3e01_1","1.1","06.11.2025",11634,"AT",56,2,1.551701,1.6380571,1,10,1,2,1,1,5,5,5,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,10,4,5,0,0,0,0,1,0,7,1,1,1,2,2,2,2,3,2,2,2,3,3,3,1,3,2,2,1,1,4,6,4,2,6,1,1,1,3,1,1,2,4,8,6,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,4,7,7,7,4,4,4,4,4,8,6,2,2,2,1,2,2,3,1,1,7,"GER",2025-01-20 15:47:28,2025-01-20 15:48:37,2025-01-20 15:54:20,2025-01-20 15:57:54,2025-01-20 16:01:40,2025-01-20 16:06:12,2025-01-20 16:06:51,343,215,225,272,1055,100,"w3sq78","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",1,1,12,3,5,99,3,7,"AT12",1,1,4,1968
